shelter_id,address,lat,lon
222,서울특별시 성북구 보문로29길 86,37.5864345,127.0136244
223,서울특별시 관악구 구암5가길 49,37.4925,126.946086
224,서울특별시 관악구 관악로 285,37.489467,126.954374
225,서울특별시 관악구 은천로23길 19 (봉천동),37.4876868,126.9480782
226,서울특별시 관악구 구암길 106,37.491697,126.948056
227,"서울특별시 관악구 관악로37길 20 (봉천동, 봉천동아아파트)",37.4879609,126.9562429
228,서울특별시 관악구 은천로35길 40-3,37.488021,126.954203
229,서울특별시 관악구 구암길 38 (봉천동),37.4895134,126.9481771
230,서울특별시 관악구 양녕로 70,37.488169,126.9465844
231,서울특별시 관악구 남부순환로247다길 60 (원당경로당),37.47869,126.964054
232,서울특별시 관악구 관악로28길 30,37.485126,126.957797
233,서울특별시 관악구 행운10길 21,37.482901,126.961402
234,서울특별시 관악구  행운1길  12   (봉천동),37.479951,126.958589
235,서울특별시 관악구 관악로30길 40,37.484758,126.961191
236,서울특별시 관악구 남부순환로247다길 60,37.478639,126.964113
237,서울특별시 관악구 행운9길 34,37.483375,126.959638
238,서울특별시 관악구 행운1길 43 (봉천동),37.4806676,126.9570315
239,서울특별시 관악구 낙성대로3길 37 (관악구민종합체육센터),37.472922,126.960093
240,서울특별시 관악구 낙성대로15길 66,37.468064,126.962555
241,서울특별시 관악구 호암로 519 (벽산블루밍아파트 102동),37.463967,126.931159
242,서울특별시 관악구 호암로18나길 5,37.4652907,126.9328739
243,서울특별시 관악구 광신길 86,37.463915,126.926697
244,서울특별시 관악구 양지10길 15-1,37.47045,126.927994
245,서울특별시 관악구 광신길 160,37.465935,126.927911
246,서울특별시 관악구 호암로 589 (신림동),37.470099,126.9329724
247,서울특별시 관악구 호암로 549 (신림동),37.4667964,126.9312716
248,서울특별시 관악구 문성로 74 (건영아파트상가동),37.476314,126.912322
249,서울특별시 관악구 난곡로58길 13,37.479793,126.916532
250,서울특별시 관악구 미성5길 40 (초원아파트),37.473436,126.914132
251,서울특별시 관악구 미성3길 16 (신림 동부센트레빌 103동),37.473138,126.916342
252,서울특별시 관악구 남부순환로 1430 (신림푸르지오아파트 103동),37.479141,126.910549
253,서울특별시 관악구  난곡로58길  11   (신림동),37.4800566,126.9157435
254,서울특별시 관악구 난곡로63가길 47,37.478851,126.91451
255,서울특별시 관악구 미성길 123,37.471838,126.912226
256,서울특별시 관악구 난우10가길 20-7,37.476792,126.919933
257,서울특별시 관악구 문성로 115,37.478226,126.916221
